Online boarding,Inflight wifi service,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Age,Flight Distance,Seat comfort,Class
2,2,0,2,1,3,40,787,2,2
4,1,1,1,1,1,65,646,4,1
1,1,1,1,1,4,40,241,1,1
3,3,0,4,1,3,41,158,5,1
5,4,1,4,1,3,45,3565,5,3
2,2,0,1,1,2,24,2176,5,1
5,1,1,5,1,5,30,1846,5,3
4,1,0,2,1,3,70,226,4,3
5,1,1,4,1,5,41,3636,4,3
1,1,0,3,1,3,35,442,3,1
2,3,1,1,0,1,37,255,1,1
5,4,0,1,1,5,43,2475,5,1
2,2,0,1,1,5,10,697,1,1
0,2,0,4,1,5,23,228,2,1
3,2,1,2,1,1,61,2378,4,3
2,1,1,1,1,2,30,481,1,3
4,4,1,5,0,3,58,372,5,3
3,3,0,1,1,5,14,377,1,1
4,3,1,4,1,2,51,3196,2,3
4,2,1,2,1,4,42,836,3,3
4,4,0,1,1,3,47,304,5,3
1,1,1,1,1,2,32,2278,1,3
3,3,1,1,0,4,25,373,1,1
5,3,1,4,1,4,39,1679,4,3
2,2,0,5,1,1,46,421,2,1
4,3,1,4,1,3,32,356,4,3
5,5,1,5,1,5,56,649,5,2
1,2,1,2,1,2,50,2173,3,3
1,5,1,5,1,5,47,588,4,1
5,5,0,3,1,5,51,1258,3,1
5,5,1,5,1,4,58,2473,5,3
2,1,1,1,1,2,39,2249,2,3
2,2,1,4,0,2,26,1135,4,1
1,1,1,2,1,1,31,151,1,1
1,1,1,1,0,1,36,529,1,1
5,0,0,2,1,2,44,1411,5,1
3,3,0,2,1,5,57,1947,2,1
3,3,1,3,1,4,32,3498,3,3
4,5,1,4,1,4,58,545,4,3
5,4,1,5,1,3,25,370,5,3
3,3,1,5,0,5,38,250,5,3
4,3,1,4,1,2,36,2194,1,3
5,5,1,5,1,5,38,180,5,2
2,3,0,1,1,4,24,1199,1,1
5,2,1,3,1,4,43,1666,5,3
4,5,1,5,1,5,46,1014,5,3
3,3,0,5,1,4,14,683,5,1
2,4,1,4,1,2,58,3365,2,3
5,5,1,4,1,4,51,1355,5,3
2,2,0,4,1,2,59,908,4,1
4,3,1,3,1,4,30,3239,3,3
3,3,1,2,0,4,42,710,2,3
4,4,0,1,1,3,15,1102,1,2
5,3,0,4,1,5,55,1352,4,1
3,3,1,3,1,2,58,1951,3,3
3,5,1,4,1,4,58,304,4,3
3,2,1,5,0,4,40,317,5,2
5,5,0,4,1,5,7,581,4,2
5,1,1,4,1,3,57,3575,5,3
4,3,0,2,1,5,65,406,5,1
5,5,1,5,1,5,42,728,5,1
3,3,1,4,0,2,21,843,4,1
3,3,1,3,1,3,32,3200,3,3
3,2,0,2,1,4,45,429,4,1
3,3,1,4,0,2,16,237,4,1
3,3,1,3,1,3,9,2978,3,3
4,1,1,3,0,4,77,404,4,3
2,2,1,2,0,1,27,192,2,1
3,3,1,2,0,3,26,353,2,1
5,5,1,2,1,4,44,484,1,3
1,4,1,2,0,1,11,2611,1,3
2,2,1,1,0,1,20,647,1,1
2,2,0,4,1,1,44,867,2,1
4,4,1,4,1,4,32,956,4,2
2,2,1,2,1,1,36,255,2,1
0,2,0,2,1,2,37,134,2,1
5,3,1,5,1,3,30,2901,5,3
1,3,0,3,1,1,69,90,2,3
4,3,1,4,0,3,23,689,4,1
4,4,1,5,1,4,24,762,5,3
5,5,1,2,0,5,10,669,1,3
4,1,1,4,1,3,30,1947,4,3
4,4,1,1,0,3,39,2521,1,3
5,1,1,4,1,1,34,2106,4,3
5,3,1,5,1,4,50,2347,4,3
2,4,1,4,1,4,67,3182,2,3
2,2,1,2,1,3,46,675,2,2
1,1,1,4,0,4,27,325,4,3
2,2,0,1,1,2,42,468,5,1
4,3,1,4,1,4,53,1790,4,3
3,3,1,5,1,3,43,2075,4,3
3,1,1,1,1,3,48,642,4,1
4,5,1,4,1,2,50,3795,2,3
1,4,1,4,1,3,46,249,5,1
4,4,1,4,1,1,44,594,4,2
4,5,1,4,1,4,29,3534,4,3
5,2,1,5,1,3,59,337,5,3
5,5,1,5,1,3,57,679,4,3
1,1,1,5,0,1,28,1332,3,1
1,1,1,3,0,3,27,528,3,3
2,2,0,2,1,3,41,563,2,1
5,1,1,5,1,3,47,874,5,3
5,5,1,4,1,2,64,281,4,1
4,4,1,2,0,4,20,438,5,1
3,3,0,4,1,3,22,853,4,1
4,2,1,2,1,4,54,2019,3,3
4,4,1,4,1,3,39,481,4,1
4,4,1,2,0,1,44,728,2,1
2,2,1,2,1,2,51,912,3,1
4,2,1,4,1,4,56,3240,5,3
4,4,0,5,1,4,27,928,5,1
5,3,1,4,1,4,40,1497,4,3
4,5,1,5,1,4,44,2891,4,3
3,2,1,4,0,3,72,237,3,1
1,3,1,3,1,2,43,262,3,1
2,3,1,5,1,2,47,1996,1,3
5,2,1,4,1,4,53,895,5,3
5,5,1,5,1,1,25,867,5,2
4,5,1,5,1,5,42,3301,4,3
4,4,1,4,1,1,19,190,4,1
3,3,1,1,0,4,42,1011,1,3
2,2,1,4,1,2,28,862,2,2
4,4,1,4,1,4,62,1034,4,1
2,2,1,1,0,4,29,957,2,3
1,0,1,5,1,3,62,1642,1,3
4,2,1,2,1,2,44,334,3,1
4,1,1,1,1,1,58,1797,3,3
4,3,1,4,1,5,46,316,4,3
4,4,1,3,1,5,57,910,4,3
4,1,1,3,1,4,50,1795,4,3
3,3,0,4,1,1,28,317,4,3
3,1,0,4,1,4,70,528,3,1
5,5,1,5,1,4,58,3952,5,3
4,2,0,4,1,1,63,589,4,2
4,2,1,2,1,2,35,1721,3,3
4,3,1,4,1,4,27,862,4,3
5,5,1,3,0,5,29,2075,3,3
4,4,1,4,1,5,29,1197,4,3
4,5,0,5,1,3,53,463,5,1
5,4,1,5,1,3,23,548,5,3
3,3,1,2,0,2,25,1008,2,1
2,2,1,2,1,1,26,1739,2,1
5,4,1,4,1,3,42,624,4,3
3,3,1,3,1,2,34,1709,3,2
5,3,1,5,1,5,51,1025,4,3
3,3,1,1,0,4,30,1744,1,3
4,2,1,2,1,2,54,2788,4,3
1,1,1,2,1,2,49,185,2,1
2,2,0,4,1,1,50,239,3,1
2,2,1,2,1,1,22,1013,2,3
2,3,1,2,0,4,35,872,2,1
5,3,1,4,1,3,45,2520,5,3
3,4,1,4,1,2,50,190,5,1
1,1,0,3,1,2,40,642,3,1
4,1,0,2,1,5,46,2367,4,1
5,5,1,4,1,3,57,570,5,3
5,3,1,3,1,5,46,404,4,3
4,1,1,5,1,4,52,1838,4,3
5,3,0,1,1,5,61,363,5,2
3,3,0,2,1,4,26,139,1,1
3,3,1,2,0,5,36,101,2,1
0,0,1,1,0,5,23,413,1,1
1,2,1,3,1,1,39,2486,5,3
4,4,1,3,0,4,23,528,4,1
4,4,1,1,0,5,60,1211,1,1
2,2,1,2,1,4,53,481,2,1
2,2,1,2,0,3,25,1750,2,2
3,2,0,3,1,3,67,551,2,3
3,2,1,4,1,5,47,1947,5,3
4,4,1,4,1,4,25,521,4,2
5,5,1,5,1,3,43,481,5,3
4,4,1,4,1,5,60,1205,5,3
4,2,1,4,1,5,43,3404,5,3
5,3,1,5,1,1,33,1924,5,3
2,4,1,5,1,4,47,363,5,1
3,3,1,3,1,2,38,402,3,1
4,2,1,2,1,2,44,146,3,3
1,1,1,1,0,2,27,737,1,1
3,3,0,1,1,2,37,419,1,2
2,2,0,3,1,5,11,922,3,1
5,3,1,4,1,5,45,3398,4,3
4,4,1,4,1,3,40,200,4,1
3,5,1,5,1,1,55,3413,3,3
3,3,0,2,1,5,28,895,3,1
2,2,1,4,0,2,20,305,4,3
5,5,1,5,0,5,49,964,5,3
3,3,1,5,0,4,50,127,5,1
5,1,0,2,1,3,69,531,4,2
2,4,1,4,1,4,57,337,3,3
5,4,1,5,1,4,52,2617,4,3
2,2,1,2,0,1,24,248,2,1
3,3,0,3,1,3,22,1235,4,1
4,2,1,5,1,5,33,1972,5,3
3,3,1,5,1,4,50,2475,5,3
3,3,0,2,1,3,40,1129,2,2
4,1,1,4,1,4,32,680,4,3
4,2,0,1,1,1,57,1020,2,1
3,1,1,1,1,3,62,192,3,1
4,2,1,4,1,3,63,448,5,3
3,3,1,5,0,5,38,1652,5,3
4,4,1,4,1,3,36,271,4,1
5,4,1,2,0,3,24,1182,2,1
5,1,1,5,1,2,30,1524,3,3
1,1,1,4,1,1,17,954,1,3
2,2,1,4,0,2,45,115,4,1
3,3,0,4,1,2,53,425,3,1
2,2,1,2,1,3,52,1620,2,1
2,2,1,2,1,3,32,204,2,1
4,4,0,4,1,2,18,2521,4,1
5,5,1,5,1,5,59,2635,5,3
4,1,1,1,1,2,57,2133,3,3
1,1,1,4,1,1,64,1010,1,3
3,2,1,2,1,4,80,436,3,2
3,1,0,5,1,3,61,599,4,1
5,2,0,5,1,4,60,1195,5,3
4,3,1,3,1,1,45,549,4,1
3,3,1,2,0,4,26,213,2,3
1,1,1,1,1,2,24,3780,1,3
4,2,1,3,1,4,58,967,5,3
3,5,1,3,1,4,27,786,3,3
4,4,0,3,1,5,14,102,3,1
2,2,0,3,1,4,14,214,3,1
4,3,1,3,1,3,26,1050,3,1
1,3,0,1,1,1,20,435,1,2
1,0,1,5,0,3,29,2342,4,3
2,2,0,1,1,2,39,1476,1,2
4,4,1,4,1,5,35,2304,4,1
3,3,1,4,0,2,15,1183,1,1
5,5,1,5,1,4,39,287,5,1
5,4,1,4,1,4,55,2426,4,3
5,5,0,5,1,5,28,1197,5,1
3,3,0,5,1,3,51,997,5,1
4,4,0,4,1,5,58,594,1,2
5,4,1,3,1,4,27,2000,3,3
3,2,1,4,0,4,34,1744,4,3
4,4,1,4,0,4,35,1009,3,3
2,3,0,2,1,3,15,737,2,1
4,4,1,2,0,5,26,528,2,3
4,4,1,4,1,1,23,399,1,1
3,3,1,5,0,1,62,296,5,1
5,5,1,1,0,4,29,414,1,3
3,3,1,1,0,2,33,128,1,1
2,3,1,1,0,5,25,345,1,3
2,2,0,4,1,3,38,327,4,1
3,3,1,4,0,1,34,821,4,1
5,2,1,4,1,3,34,1511,3,3
3,3,1,5,0,3,30,1522,5,3
4,1,1,4,1,4,28,2430,4,3
5,5,1,4,1,4,47,368,4,2
5,2,0,5,1,3,53,1121,4,1
2,2,1,3,0,3,45,168,3,3
3,3,0,3,1,3,49,862,3,1
5,1,0,5,1,2,33,618,2,2
4,4,0,5,1,5,39,460,3,1
3,2,1,3,1,4,29,1428,3,3
2,2,1,2,0,4,56,196,2,2
1,1,1,4,0,5,26,872,1,1
0,1,0,5,1,4,59,190,5,1
1,0,1,2,1,3,21,534,2,2
5,2,1,5,1,5,48,2513,5,3
0,0,1,5,0,4,23,602,5,1
4,2,1,4,1,3,40,1136,4,3
3,3,0,3,1,2,19,1771,3,1
3,3,1,3,1,3,39,1127,3,2
3,3,0,3,1,3,21,761,3,1
5,5,0,1,1,3,18,345,1,1
4,2,1,5,1,3,46,2382,4,3
5,2,1,4,1,5,45,1431,4,3
5,3,1,3,1,1,34,1074,1,3
1,1,0,2,1,2,33,259,2,1
2,2,1,2,0,4,22,229,2,3
5,3,0,5,1,5,60,1726,5,2
1,3,0,1,1,5,55,528,5,1
4,0,1,1,1,3,48,341,5,3
4,5,1,4,1,5,35,315,5,3
5,5,0,1,1,2,9,239,1,1
3,3,0,4,1,3,34,328,3,1
5,2,1,5,1,1,25,2906,5,3
3,3,0,1,1,5,23,1590,1,1
2,4,0,3,1,3,56,414,3,1
4,4,1,5,1,2,54,181,5,1
5,0,1,4,1,3,57,2195,4,3
2,2,0,5,1,4,7,460,1,1
2,2,1,2,1,1,65,397,2,2
3,3,0,1,1,4,46,1235,4,2
5,5,1,4,1,4,58,954,5,3
5,1,1,5,1,4,54,3630,4,3
3,3,0,4,1,4,59,1123,1,1
5,4,1,5,1,4,40,158,4,3
3,3,0,4,1,1,32,867,2,1
3,3,1,3,1,4,7,1076,3,3
1,1,0,2,1,3,53,399,2,1
2,2,1,5,1,5,61,1619,3,3
4,3,0,5,1,4,69,460,4,1
2,2,1,2,1,4,51,528,2,1
5,2,1,5,1,5,16,3104,5,3
5,3,1,4,1,3,44,3339,5,3
5,3,0,4,1,4,45,484,5,2
5,2,0,1,1,4,59,383,4,1
3,3,1,2,0,4,22,543,2,1
3,3,1,3,1,2,47,3425,3,3
4,4,1,5,1,1,50,3073,3,3
2,2,1,2,1,4,24,1096,1,1
2,2,0,5,1,3,46,867,5,1
4,1,1,4,1,4,22,2055,1,3
4,4,1,4,1,1,15,1541,4,3
1,5,0,1,1,1,53,1972,1,2
1,1,0,4,1,4,32,1009,4,1
1,1,1,3,0,4,42,1013,3,1
2,2,1,2,1,5,28,581,2,3
5,2,1,4,1,3,52,2202,5,3
5,3,1,4,1,5,54,3149,4,3
2,2,0,3,1,4,20,2065,3,1
4,5,0,4,1,2,18,872,4,3
2,2,0,4,1,4,19,666,4,1
4,4,0,3,1,3,64,607,3,1
3,3,0,5,1,4,69,895,3,3
3,1,1,5,1,3,54,2611,3,3
3,2,0,1,1,4,55,588,3,1
1,1,0,3,1,3,67,957,3,1
4,5,1,4,1,4,29,2471,4,3
5,5,1,5,1,4,24,726,5,3
1,1,1,3,1,2,55,199,2,3
5,5,1,5,0,5,45,842,5,3
2,2,1,2,1,1,24,1900,2,1
4,3,1,3,1,3,56,247,4,3
4,4,1,4,1,1,38,288,4,1
3,3,0,4,1,1,57,842,3,1
3,3,0,5,1,4,16,937,5,3
3,3,1,3,1,3,48,502,3,1
4,4,1,4,1,3,39,771,3,3
5,5,1,5,1,1,18,253,4,2
5,2,0,4,1,1,46,1185,1,1
1,1,0,1,1,3,25,1020,5,1
4,4,0,4,1,5,33,462,4,1
4,5,1,4,1,3,18,515,4,3
3,3,1,5,0,1,26,253,5,1
3,3,1,4,1,3,42,1972,4,3
3,3,1,3,0,2,20,533,4,1
4,4,1,4,1,1,31,123,4,1
5,2,1,5,1,5,24,680,5,3
1,2,0,2,1,3,39,296,5,1
5,2,1,5,1,3,44,2496,2,3
3,2,0,1,1,3,42,666,1,1
2,2,1,4,0,1,33,588,2,1
2,2,1,5,0,5,26,304,5,3
4,3,1,5,1,5,52,622,4,3
4,2,1,2,1,4,51,2617,4,3
4,4,1,4,1,3,16,4000,4,3
2,1,0,5,1,4,60,444,5,1
2,2,0,5,1,4,13,602,2,1
2,2,0,2,1,5,9,2425,2,1
2,2,0,1,1,5,19,2248,1,1
4,4,1,4,1,1,41,1065,4,2
0,0,1,1,0,4,29,1422,3,3
5,2,1,4,1,4,42,436,4,3
1,1,1,1,0,4,43,192,1,1
4,3,1,4,1,5,41,2231,4,3
3,3,1,4,0,2,35,1009,4,1
2,3,0,2,1,2,48,1452,4,1
2,2,0,1,1,4,20,449,1,1
4,3,0,1,1,5,59,280,4,1
5,3,1,4,1,4,55,1825,5,3
3,3,1,1,1,3,41,462,3,3
2,2,0,2,1,5,48,1235,1,1
3,1,1,1,1,4,68,786,4,2
3,3,0,1,1,1,36,1754,1,1
4,3,0,3,1,4,48,639,3,1
4,4,1,3,0,3,25,817,3,1
2,2,1,3,1,4,85,187,4,3
5,0,1,5,1,4,62,345,4,3
1,1,1,1,1,4,42,1506,1,1
0,0,1,1,0,4,22,203,2,1
4,4,1,4,1,4,56,541,4,1
4,4,0,2,1,3,10,224,2,1
2,2,0,4,1,4,49,846,4,1
2,2,1,4,0,1,14,984,4,1
3,4,1,4,1,1,56,766,5,1
2,2,0,5,1,4,7,409,5,1
4,1,1,5,1,1,71,3465,3,3
5,4,1,5,1,4,25,1481,5,3
2,2,1,2,0,5,40,683,2,3
2,2,1,4,0,1,15,453,4,1
4,5,1,2,1,4,48,1121,5,3
4,2,0,4,1,3,42,328,4,2
3,3,1,1,0,1,21,733,1,1
2,1,0,3,1,1,52,483,4,1
5,5,0,3,1,3,27,337,3,1
4,3,1,4,1,4,28,526,4,3
2,2,1,1,0,2,12,942,1,1
3,1,0,2,1,4,59,458,2,1
4,0,1,4,1,4,46,259,5,3
4,5,1,4,1,4,29,2365,4,3
3,3,0,2,1,4,70,928,2,1
4,4,0,2,1,3,14,212,2,1
3,3,1,3,1,4,47,728,3,2
4,1,1,5,1,3,46,744,1,3
5,3,0,2,1,4,61,964,4,1
3,3,1,1,0,5,22,476,1,1
2,2,1,2,0,5,48,708,2,1
4,4,0,1,1,1,31,547,4,2
3,3,0,4,1,3,17,289,4,2
5,3,1,5,1,3,48,1448,5,3
3,3,0,4,1,3,9,967,4,1
3,3,0,3,1,1,15,1773,3,1
4,4,1,3,0,3,13,1744,3,1
1,1,0,3,1,4,7,1565,3,1
4,4,1,5,0,4,48,749,2,3
0,2,0,5,1,5,55,181,5,1
4,2,1,4,1,5,27,954,4,3
5,2,0,1,1,4,48,550,5,1
3,3,1,4,1,3,63,337,3,2
3,3,0,3,1,2,59,201,3,1
2,2,0,3,1,2,38,416,3,1
2,3,1,4,1,1,47,371,4,3
4,3,1,3,1,4,46,2075,5,3
5,5,0,1,1,2,31,612,1,1
4,4,1,4,1,3,19,3979,4,3
4,4,1,1,0,2,24,187,1,1
5,5,1,5,1,1,37,156,5,1
5,4,1,5,1,4,39,3993,5,3
4,3,0,2,1,3,58,432,4,2
5,5,1,4,1,3,52,3097,4,3
3,2,1,2,1,1,7,723,2,3
3,2,1,2,1,4,52,241,2,3
4,2,1,5,1,4,54,2248,4,3
3,3,1,5,1,2,57,2056,1,3
1,1,1,1,0,1,30,1652,1,1
4,4,1,4,1,4,11,3130,4,3
1,5,0,2,1,1,50,370,2,1
2,2,0,4,1,3,36,944,4,2
5,3,0,5,1,5,18,173,5,1
5,5,1,5,1,3,39,495,4,3
2,2,1,5,0,1,38,765,4,1
2,2,1,2,0,3,19,1242,2,1
1,1,0,3,1,5,66,1744,3,1
3,3,1,5,0,2,8,678,4,1
3,3,0,5,1,3,27,846,3,1
2,2,1,1,0,3,29,533,1,1
3,2,1,2,1,3,9,2565,2,2
5,3,1,4,1,5,39,1609,4,3
4,4,1,4,1,4,28,1784,4,3
5,3,0,5,1,4,31,361,5,1
4,3,0,5,1,4,14,1171,4,1
3,3,1,3,1,2,48,1014,2,3
2,2,0,5,1,2,47,804,2,1
4,4,0,3,1,4,46,1754,4,1
4,1,1,4,1,5,31,3222,4,3
2,2,0,2,1,4,11,246,2,1
2,2,0,5,1,4,36,669,2,1
1,1,0,4,1,1,39,266,4,1
4,4,1,4,1,5,46,413,4,1
3,2,0,1,1,2,44,326,5,1
4,2,1,2,1,3,58,1190,3,3
1,1,0,3,1,3,13,337,3,1
5,4,1,4,1,4,23,946,4,3
2,2,1,4,0,1,38,109,4,1
4,3,1,4,1,3,42,3019,4,3
5,2,1,4,1,4,22,1744,4,3
1,1,1,1,1,1,26,1235,1,3
3,4,1,4,1,3,49,873,3,1
4,5,1,4,1,3,25,689,4,3
5,5,0,5,1,5,39,67,5,1
4,4,0,4,1,4,61,746,4,2
2,1,1,2,1,5,29,3604,2,3
2,2,1,5,0,2,16,802,5,1
5,2,0,2,1,4,69,119,3,1
3,2,1,4,1,3,52,2708,1,3
4,4,1,4,1,5,33,2151,4,3
4,4,0,1,1,5,63,248,1,1
4,1,1,4,1,4,26,1977,4,3
5,3,1,4,1,3,53,3574,4,3
2,2,1,5,0,1,9,1368,3,1
5,2,1,5,1,3,53,2489,1,3
5,5,1,5,1,5,60,353,4,2
2,2,1,1,0,5,28,1846,1,3
3,2,0,3,1,4,51,612,3,1
1,1,0,3,1,3,9,130,4,1
5,3,1,3,1,3,52,3984,4,3
5,5,1,5,0,5,24,110,5,3
4,4,1,2,1,3,54,2551,5,3
3,2,1,2,1,2,45,461,3,1
3,3,1,3,1,2,27,3693,3,3
3,3,0,3,1,1,25,809,3,1
4,4,0,2,1,4,22,621,2,1
4,4,0,2,1,3,22,235,5,2
5,4,1,5,1,4,50,3610,5,3
3,3,1,3,1,1,23,763,3,3
4,2,1,4,1,3,41,746,5,3
3,2,0,5,1,1,56,1136,5,1
5,2,1,2,1,3,48,2548,5,3
4,4,0,5,1,5,19,868,5,1
5,0,1,4,1,5,39,319,5,3
3,3,0,5,1,3,14,692,5,1
5,3,1,5,1,5,21,1977,5,3
3,3,1,3,1,1,46,1250,3,1
2,2,1,1,0,3,24,304,1,1
4,2,1,2,1,4,39,748,3,3
4,2,1,5,1,4,39,2588,4,3
3,3,0,2,1,5,32,359,2,1
0,0,1,3,0,5,22,533,3,3
2,1,0,4,1,2,48,139,2,1
4,4,1,4,0,3,36,1846,4,3
4,4,0,3,1,4,17,395,3,1
0,0,1,5,1,5,33,1024,5,2
1,1,1,4,0,2,23,282,4,1
3,3,0,5,1,3,29,689,5,1
3,1,0,1,1,3,63,2419,3,2
3,1,1,1,1,1,46,1739,2,1
1,1,1,5,1,1,43,946,5,3
4,2,1,4,1,3,34,1732,5,3
5,4,0,5,1,3,68,488,5,1
3,3,1,2,0,2,26,1044,2,1
2,3,0,2,1,4,39,639,2,1
3,2,1,2,1,1,51,313,3,2
5,5,1,5,1,2,56,346,3,1
4,2,1,3,1,3,41,580,4,3
5,2,1,5,1,5,30,3302,4,3
2,2,1,1,1,2,51,3105,2,3
4,3,1,4,1,5,30,2946,4,3
5,0,0,3,1,3,68,405,4,1
5,1,1,4,1,3,55,3850,4,3
3,4,1,4,1,1,59,432,3,1
4,4,0,5,1,4,28,1050,5,1
4,2,0,2,1,4,47,1200,4,1
4,1,1,1,1,4,55,383,3,2
2,2,0,5,1,2,34,624,5,1
2,2,0,4,1,1,12,728,4,1
2,5,1,5,1,4,45,1504,2,1
4,3,1,3,1,3,63,1235,3,3
1,4,1,1,1,1,19,200,4,3
4,4,1,4,1,3,62,383,4,2
5,3,0,5,1,5,66,164,4,3
4,2,0,3,1,5,65,258,3,1
4,4,0,4,1,5,24,933,4,1
4,2,1,5,1,5,42,3381,4,3
4,2,1,5,1,3,35,1086,4,3
4,4,0,3,1,3,69,1389,5,1
2,1,1,5,1,1,40,2555,2,3
2,1,0,4,1,3,19,2227,3,1
4,4,1,4,1,2,47,954,1,1
2,3,0,3,1,2,48,483,3,2
2,3,1,3,1,2,55,1739,3,3
0,0,0,3,1,3,58,296,3,2
4,3,1,5,1,4,48,325,4,3
2,2,0,3,1,4,24,622,3,1
3,3,0,1,1,5,18,308,1,3
3,3,0,4,1,3,15,2358,3,1
1,1,0,5,1,4,59,725,1,2
5,2,1,5,1,4,28,883,5,3
3,3,1,2,0,4,17,1276,2,1
5,5,1,3,0,4,57,1144,3,3
5,5,1,5,1,4,53,1185,5,1
4,3,0,4,1,3,66,977,4,3
4,1,0,1,1,2,64,290,3,1
3,3,1,3,1,3,38,2611,3,1
4,1,1,4,1,5,32,468,4,3
5,4,0,2,1,5,68,259,5,1
4,1,1,4,1,4,45,1823,4,3
2,2,0,1,1,3,19,862,1,1
3,4,0,5,1,3,64,731,3,1
2,2,0,5,1,4,40,626,5,1
1,1,0,4,1,5,33,836,4,1
4,4,1,5,1,5,40,1325,5,3
3,1,1,1,1,4,35,405,3,3
3,5,1,3,1,2,36,2203,5,3
0,0,1,3,1,3,30,240,3,1
4,5,1,4,1,2,19,491,4,3
3,2,1,2,1,4,37,2630,3,3
5,3,1,3,1,4,38,3522,4,3
2,3,1,3,1,2,53,2218,4,3
2,2,0,1,1,5,39,1075,1,1
3,3,0,2,1,1,26,78,2,1
5,5,1,4,1,4,57,3470,5,3
2,2,0,1,1,5,67,507,1,1
3,3,1,3,1,3,28,3409,3,3
1,1,1,4,0,4,38,224,4,3
5,5,1,4,1,1,37,373,4,3
4,3,1,4,1,4,27,733,4,3
0,0,1,3,1,5,30,399,3,1
2,3,1,5,1,5,39,213,2,3
5,5,1,4,1,5,19,2388,4,3
0,0,0,5,1,3,64,226,5,1
4,4,0,4,1,2,69,2583,2,1
1,1,0,1,1,4,33,812,1,1
5,4,1,4,1,5,51,1371,4,3
5,5,1,4,0,4,44,190,4,3
3,3,1,3,1,2,41,2903,2,3
3,1,1,1,0,3,26,862,3,1
5,4,1,3,1,1,46,331,2,1
0,0,1,4,1,4,31,591,4,1
4,2,1,4,1,5,22,2329,4,3
1,1,1,5,0,1,16,174,5,1
3,1,0,1,1,3,55,1171,4,1
5,4,1,4,1,2,53,3137,1,3
4,4,1,4,0,5,36,1635,4,3
4,4,1,3,1,5,30,1924,3,3
1,1,0,3,1,5,22,661,2,1
2,2,0,1,1,2,9,287,1,1
4,3,1,4,1,3,32,2246,4,3
5,1,1,2,1,4,55,3111,4,3
2,2,0,2,1,1,17,451,2,2
4,4,1,4,1,3,47,547,4,1
2,2,1,1,0,1,42,2475,1,1
3,3,1,1,0,5,22,1034,1,1
5,1,1,4,1,5,35,1620,4,3
3,3,0,2,1,3,39,577,2,1
2,2,1,1,0,2,44,306,1,1
4,2,1,4,1,1,42,399,5,3
4,3,1,4,1,4,60,1908,4,3
5,3,1,5,1,3,50,3926,5,3
4,2,0,3,1,5,57,304,4,1
2,2,0,2,1,4,19,455,2,2
1,1,1,1,0,3,30,1919,1,3
3,3,1,3,1,1,51,1190,3,3
1,1,1,3,0,1,50,657,3,1
2,2,1,2,0,4,24,384,2,1
4,2,1,4,1,3,55,125,4,3
2,2,1,3,0,3,54,83,3,1
3,1,1,1,1,3,69,2230,4,3
3,4,1,3,1,3,48,1709,2,1
5,5,1,3,0,5,18,649,3,3
4,4,0,1,1,2,67,460,4,1
5,4,1,5,1,4,37,2489,5,3
3,4,0,4,1,4,35,1744,4,1
5,3,1,4,1,3,52,3136,5,3
5,2,1,5,1,3,48,3375,5,3
3,3,0,1,1,5,28,577,1,3
2,2,0,1,1,5,12,134,1,1
4,3,1,1,1,1,60,3956,4,3
4,3,1,5,1,4,59,1741,4,3
3,5,0,4,1,3,19,460,2,1
4,5,1,1,0,3,29,190,1,3
3,3,1,4,0,2,30,67,4,1
4,4,1,4,1,4,29,1144,4,3
5,5,1,2,1,3,55,1199,5,3
4,2,1,2,1,1,43,1919,3,3
4,2,1,4,1,5,40,3194,4,3
4,2,1,2,1,2,55,102,2,2
5,3,1,4,1,4,39,594,5,3
4,2,1,4,1,3,58,2637,5,3
4,0,1,5,1,3,53,214,5,3
5,3,1,4,1,3,52,1212,4,3
5,5,1,3,0,2,23,558,3,1
4,1,1,3,1,5,41,210,5,3
4,4,1,4,1,2,45,362,4,1
3,3,0,2,1,3,54,404,1,1
4,1,1,3,1,3,22,2426,1,3
5,5,1,4,1,3,52,368,5,3
1,1,0,4,1,4,15,335,4,1
0,0,1,2,0,5,26,526,2,3
3,3,0,5,1,2,62,587,5,2
3,1,1,4,1,3,61,2535,5,3
2,2,1,2,1,1,54,862,2,1
0,2,0,3,1,3,14,143,5,1
0,1,1,1,0,1,27,308,1,1
4,4,1,4,1,3,57,2170,4,3
4,4,0,3,1,4,36,913,3,1
3,3,1,3,1,3,14,872,4,1
3,2,1,2,1,4,33,2083,4,3
3,3,0,5,1,2,43,945,5,2
2,2,0,1,1,1,14,212,1,1
5,5,1,5,1,2,35,173,5,1
5,5,0,5,1,3,57,106,4,1
4,4,1,4,1,1,40,1042,4,3
3,3,1,3,1,2,28,1021,3,1
1,4,1,5,1,2,52,3282,3,3
2,2,1,2,1,3,27,2434,2,3
4,2,1,2,1,1,57,2403,3,3
5,5,1,2,0,4,40,95,2,3
4,3,1,4,1,1,25,954,4,3
1,1,1,4,0,2,30,187,3,1
4,2,1,2,1,3,49,534,4,1
1,1,1,1,0,2,32,937,3,1
4,5,1,5,1,4,48,3605,5,3
4,3,1,2,1,3,43,2716,4,3
4,3,0,4,1,5,38,577,3,1
3,3,0,1,1,4,46,511,1,1
5,5,1,1,0,3,26,935,1,3
1,4,1,3,1,1,77,3883,4,3
4,4,0,5,1,3,13,965,5,1
1,1,0,4,1,1,33,562,4,1
